member_id,member_name,state,party,chamber,district,vote_id,vote_name,congress,vote_position,is_pro_labor,is_not_voting
S396,Marsha Blackburn,TN,R,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,no,False,False
S341,Richard Blumenthal,CT,D,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,yes,True,False
S342,Roy Blunt,MO,R,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,no,False,False
S370,Cory Booker,NJ,D,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,yes,True,False
S343,John Boozman,AR,R,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,no,False,False
S397,Mike Braun,IN,R,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,no,False,False
S307,Sherrod Brown,OH,D,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,yes,True,False
S300,Richard Burr,NC,R,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,no,False,False
S275,Maria Cantwell,WA,D,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,yes,True,False
S372,Shelley Capito,WV,R,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,no,False,False
S308,Ben Cardin,MD,D,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,yes,True,False
